id,tweet,suggestedUsage,actualCategory
AViCbjGdc96u6qSv77rI,"Wells Fargo &amp; Company MN Acquires 469,055 Shares of Enbridge Energy Partners, L.P. $EEP https://t.co/Jue6woDR6y",TRAINING,NEWS - NEUTRAL
AViCfWBac96u6qSv77sh,"Wells Fargo &amp; Company MN Acquires 5,224 Shares of Unum Group $UNM https://t.co/MPQ9SIYIko",TRAINING,NEWS - NEUTRAL
AViCeXTNc96u6qSv77sD,Wells Fargo &amp; Company MN Boosts Position in Scripps Networks Interactive Inc. (SNI) https://t.co/BLsuo0E6x5,TRAINING,NEWS - NEUTRAL
AViCeSKnc96u6qSv77r-,Wells Fargo &amp; Company MN Boosts Position in Sensient Technologies Corp. $SXT https://t.co/MEp2FY4fhA,TRAINING,NEWS - NEUTRAL
AViCeSnzc96u6qSv77r_,"Wells Fargo &amp; Company MN Buys 12,630 Shares of Hexcel Corp. $HXL https://t.co/xE7C2YhwQL",TRAINING,NEWS - NEUTRAL
AViCcaesc96u6qSv77rm,Wells Fargo &amp; Company MN Decreases Position in Esco Technologies Inc. $ESE https://t.co/FMmqVqBqoG,TRAINING,NEWS - NEUTRAL
AViCdAoEc96u6qSv77rv,"Wells Fargo &amp; Company MN Has $25,747,000 Position in Signature Bank $SBNY https://t.co/7O3xyKY1r3",TRAINING,NEWS - NEUTRAL
AViCcIHxc96u6qSv77rW,"Wells Fargo &amp; Company MN Has $25,934,000 Stake in RLI Corp. $RLI https://t.co/cKfR3kX7Nr",TRAINING,NEWS - NEUTRAL
AViCcJYBc96u6qSv77rb,"Wells Fargo &amp; Company MN Has $26,687,000 Position in Dolby Laboratories Inc. $DLB https://t.co/2tI6goJc9O",TRAINING,NEWS - NEUTRAL
AViCeNxsc96u6qSv77r7,"Wells Fargo &amp; Company MN Purchases 62,620 Shares of Principal Financial Group Inc. $PFG https://t.co/l5XrJUjgWp",TRAINING,NEWS - NEUTRAL
AViCeXgCc96u6qSv77sE,Wells Fargo &amp; Company MN Raises Position in Pinnacle West Capital Corp. (PNW) https://t.co/5XdCCUjp6D,TRAINING,NEWS - NEUTRAL
AViCfP7Ec96u6qSv77sd,Wells Fargo &amp; Company MN Raises Position in Pinnacle West Capital Corp. $PNW https://t.co/YCWvLX103g,TRAINING,NEWS - NEUTRAL
AViCcR02c96u6qSv77rh,"Wells Fargo &amp; Company MN Sells 151,791 Shares of HFF Inc. $HF https://t.co/exS4qDFlx1",TRAINING,NEWS - NEUTRAL
AViCe8Z5c96u6qSv77sR,"Wells Fargo &amp; Company MN Sells 45,635 Shares of Zeltiq Aesthetics Inc. $ZLTQ https://t.co/EgLZ2LKvDm",TRAINING,NEWS - NEUTRAL
AViCJEbhc96u6qSv77nu,Wells Fargo &lt;&lt;&lt; fucking trash,TRAINING,COMPLAINT
AVhzCGfFe9yMj175jmHo,Wells Fargo account opening slowed in Oct,TRAINING,NEWS - NEGATIVE
AVhy71Wte9yMj175jmAe,Wells Fargo account openings plunge 44%,TRAINING,NEWS - NEGATIVE
AVhy7fAqe9yMj175jl_y,Wells Fargo account openings plunge 44% https://t.co/0MxOLHW1CL https://t.co/qa9SUEraIq,TRAINING,NEWS - NEGATIVE
AVhy7fAqe9yMj175jl_x,Wells Fargo account openings plunge 44% https://t.co/1VTAuCMqHz https://t.co/sj5xzK6Ntz,TRAINING,NEWS - NEGATIVE
AVhy7kpie9yMj175jmAU,Wells Fargo account openings plunge 44% https://t.co/2SEH4PdmOX https://t.co/33y9PYExND,TRAINING,NEWS - NEGATIVE
AVhy7ejZe9yMj175jl_o,Wells Fargo account openings plunge 44% https://t.co/3I5qYr12L9 https://t.co/qSX5weEoFc,TRAINING,NEWS - NEGATIVE
AVhy7ejZe9yMj175jl_p,Wells Fargo account openings plunge 44% https://t.co/4iJajNoqFK https://t.co/YIGlsTyrRQ,TRAINING,NEWS - NEGATIVE
AVhy7gMEe9yMj175jmAA,Wells Fargo account openings plunge 44% https://t.co/6IFTx4Bwaw https://t.co/7f2H3wbqeh,TRAINING,NEWS - NEGATIVE
AVhy7go3e9yMj175jmAE,Wells Fargo account openings plunge 44% https://t.co/aCsfRETVyF https://t.co/i3aPgQ89Fv,TRAINING,NEWS - NEGATIVE
AVhy7go3e9yMj175jmAD,Wells Fargo account openings plunge 44% https://t.co/aM7I1zFscN https://t.co/FPgnXW3DxA,TRAINING,NEWS - NEGATIVE
AVhy7XSse9yMj175jl_U,Wells Fargo account openings plunge 44% https://t.co/avrQFe8h7I https://t.co/CCC4RN9moF,TRAINING,NEWS - NEGATIVE
AVhy7Wije9yMj175jl_N,Wells Fargo account openings plunge 44% https://t.co/DmEaT6A7Gu https://t.co/TqxP9r8Is6,TRAINING,NEWS - NEGATIVE
AVhy7fAqe9yMj175jl_w,Wells Fargo account openings plunge 44% https://t.co/Eg8TxA69R9 https://t.co/fLaeqczm9G,TRAINING,NEWS - NEGATIVE
AVhy7foRe9yMj175jl_7,Wells Fargo account openings plunge 44% https://t.co/FeJaSUNzwR https://t.co/KD0TwWxmmo,TRAINING,NEWS - NEGATIVE
AVhzCNhQe9yMj175jmHu,Wells Fargo account openings plunge 44% https://t.co/GsFHMmKvjI,TRAINING,NEWS - NEGATIVE
AVhy7Wije9yMj175jl_O,Wells Fargo account openings plunge 44% https://t.co/HhN8Dw1d0s https://t.co/tN2mbW8mqe,TRAINING,NEWS - NEGATIVE
AVhy7fHKe9yMj175jl_z,Wells Fargo account openings plunge 44% https://t.co/IluoIqZMaS https://t.co/sKcHvs6Ug3,TRAINING,NEWS - NEGATIVE
AVhy7hvJe9yMj175jmAM,Wells Fargo account openings plunge 44% https://t.co/iZtkBys7Uw https://t.co/PJ8OJey1wa,TRAINING,NEWS - NEGATIVE
AVhy7ejZe9yMj175jl_n,Wells Fargo account openings plunge 44% https://t.co/JEFN2HMwNI https://t.co/RZRyoPrMDs,TRAINING,NEWS - NEGATIVE
AVhy7dEue9yMj175jl_g,Wells Fargo account openings plunge 44% https://t.co/joBKT0noWI https://t.co/w1WZN8Fk50,TRAINING,NEWS - NEGATIVE
AVhy7W85e9yMj175jl_R,Wells Fargo account openings plunge 44% https://t.co/k3Y4Uli3wh https://t.co/VO6nMBlfhn,TRAINING,NEWS - NEGATIVE
AVhy7eyFe9yMj175jl_s,Wells Fargo account openings plunge 44% https://t.co/L1OnoQCsrM https://t.co/NZ5RUX4fKh,TRAINING,NEWS - NEGATIVE
AVhy7iqqe9yMj175jmAO,Wells Fargo account openings plunge 44% https://t.co/MLMiaDU6dx https://t.co/G0sqptHqkd,TRAINING,NEWS - NEGATIVE
AVhy7eU-e9yMj175jl_j,Wells Fargo account openings plunge 44% https://t.co/mwgPdeJ0Et https://t.co/1nD4X6olso,TRAINING,NEWS - NEGATIVE
AVhzDK7Ve9yMj175jmIy,Wells Fargo account openings plunge 44% https://t.co/ny57kyo89g #finance #money #insurance https://t.co/oa7vQFI0ub,TRAINING,NEWS - NEGATIVE
AVhy7WQ3e9yMj175jl_L,Wells Fargo account openings plunge 44% https://t.co/oS6OYetLc3 https://t.co/mU4o6jp2G7,TRAINING,NEWS - NEGATIVE
AVhy7foRe9yMj175jl_8,Wells Fargo account openings plunge 44% https://t.co/RKmv1j7A9b https://t.co/XWHKpKmUC5,TRAINING,NEWS - NEGATIVE
AVhy7eyFe9yMj175jl_t,Wells Fargo account openings plunge 44% https://t.co/S8UAjNkJgt https://t.co/UiOdUPz3gH,TRAINING,NEWS - NEGATIVE
AVhy7c3re9yMj175jl_d,Wells Fargo account openings plunge 44% https://t.co/sgkzDTt8dl https://t.co/ifi742gvlv,TRAINING,NEWS - NEGATIVE
AVhy7kOSe9yMj175jmAS,Wells Fargo account openings plunge 44% https://t.co/uyWSLXhg27 https://t.co/BtzeNLwnUp,TRAINING,NEWS - NEGATIVE
AVhy_IqHe9yMj175jmEq,Wells Fargo account openings plunge 44% https://t.co/vL9W9E1FuZ #stocks #health #insurance https://t.co/ndjLsqcPyg,TRAINING,NEWS - NEGATIVE
AVhy7kOSe9yMj175jmAR,Wells Fargo account openings plunge 44% https://t.co/VoNasUIc0O,TRAINING,NEWS - NEGATIVE
AVhy7foRe9yMj175jl_6,Wells Fargo account openings plunge 44% https://t.co/XUGHFrkxRV https://t.co/aAVD9N1Grk,TRAINING,NEWS - NEGATIVE
AVhy7g1Qe9yMj175jmAH,Wells Fargo account openings plunge 44% https://t.co/ZKXUxjW10M https://t.co/pMh5TqgRFO,TRAINING,NEWS - NEGATIVE
AViChIpKc96u6qSv77ti,Wells Fargo advertising instead of apologizing. #BankLocally  Stay away from big banks.,TRAINING,REQUEST
AVhzC487e9yMj175jmIq,Wells Fargo blames GOP's 'cynical strategy' for Donald Trump's victory,TRAINING,MISCELLANEOUS
AVhzAUnYe9yMj175jmGI,"Wells Fargo CEO John Stumpf is out CEO John Stumpf will retire effective immediately, the company announced Wed https://t.co/tRWGA9bm6j",TRAINING,NEWS - NEUTRAL
AViKa4b-2cIsszF7Yw5d,Wells Fargo charges me 5 dollars if I don't use my card 15 times a month _ªé†,TRAINING,COMPLAINT
AVhzGkf7e9yMj175jmNI,Wells Fargo customer account openings plunge,TRAINING,NEWS - NEGATIVE
AVhzA8eHe9yMj175jmGy,Wells Fargo customer account openings plunge -  https://t.co/c1UzIo3CsN https://t.co/6QSA7DZnHy,TRAINING,NEWS - NEGATIVE
AVhy8Pske9yMj175jmA_,Wells Fargo customer account openings plunge - CNN https://t.co/vCtSsydJHy,TRAINING,NEWS - NEGATIVE
AVhy-odqe9yMj175jmEE,Wells Fargo customer account openings plunge - https://t.co/k6OorIcews https://t.co/Yj69JABKKA,TRAINING,NEWS - NEGATIVE
AVhzITRse9yMj175jmPN,Wells Fargo customer account openings plunge - Wells Fargo said on Thursday that new account openings and credi... https://t.co/Tj2oo1l8Am,TRAINING,NEWS - NEGATIVE
AVhy8CRQe9yMj175jmAy,Wells Fargo customer account openings plunge #biz #cnn https://t.co/q7QGHqyEt7,TRAINING,NEWS - NEGATIVE
AViCj46gc96u6qSv77uG,Wells Fargo customer account openings plunge 44% https://t.co/yC4BYXv26z https://t.co/PJeMo1vtvX,TRAINING,NEWS - NEGATIVE
AVhzH6Lze9yMj175jmOi,Wells Fargo customer account openings plunge 44% https://t.co/0dewZUaRtW,TRAINING,NEWS - NEGATIVE
AVhzH6Lze9yMj175jmOl,Wells Fargo customer account openings plunge 44% https://t.co/9WdUksD45j,TRAINING,NEWS - NEGATIVE
AVhzH6Lze9yMj175jmOh,Wells Fargo customer account openings plunge 44% https://t.co/GAMjHPMBlL,TRAINING,NEWS - NEGATIVE
AVhzH8Bfe9yMj175jmOu,Wells Fargo customer account openings plunge 44% https://t.co/GAMjHPMBlL,TRAINING,NEWS - NEGATIVE
AVhzH6Lze9yMj175jmOk,Wells Fargo customer account openings plunge 44% https://t.co/zdtRq40u73,TRAINING,NEWS - NEGATIVE
AVhzG5jEe9yMj175jmNp,Wells Fargo customer account openings plunge 44% #WellsFargo $WFC https://t.co/S6DviHMrfm https://t.co/cg6ofY4Adf https://t.co/tSvt3GVFMa,TRAINING,NEWS - NEGATIVE
AVhy7dEue9yMj175jl_f,Wells Fargo customer account openings plunge 44% https://t.co/BvcNZZdgxL,TRAINING,NEWS - NEGATIVE
AVhy-2e4e9yMj175jmEi,Wells Fargo customer account openings plunge 44% https://t.co/HQa1EVSkIJ via @CNNMoney,TRAINING,NEWS - NEGATIVE
AVhzFIsUe9yMj175jmLG,Wells Fargo customer account openings plunge 44% https://t.co/lG0H3SgT0h https://t.co/f8h85UQ0Se,TRAINING,NEWS - NEGATIVE
AVhy95sse9yMj175jmDB,Wells Fargo customer account openings plunge 44% https://t.co/NDmMQB8jD4 #business https://t.co/TMJXTFYxlG,TRAINING,NEWS - NEGATIVE
AVhzBahke9yMj175jmHI,Wells Fargo customer account openings plunge 44% https://t.co/qRa5RyKaSo via @CNNMoney,TRAINING,NEWS - NEGATIVE
AVhzH0rNe9yMj175jmOe,Wells Fargo customer account openings plunge 44% https://t.co/U2NP3bjVWL,TRAINING,NEWS - NEGATIVE
AVhy-tgne9yMj175jmEW,Wells Fargo Customer Account Openings Plunge 44% https://t.co/Vn76GibG0B,TRAINING,NEWS - NEGATIVE
AVhzJLsRe9yMj175jmQZ,Wells Fargo customer account openings plunge 44% https://t.co/yDNftpuMpC via @CNNMoney,TRAINING,NEWS - NEGATIVE
AVhy_LHfe9yMj175jmEv,Wells Fargo Customer Account Openings Plunge 44% https://t.co/YXf5PRfcys https://t.co/WZJ7BVrHuo,TRAINING,NEWS - NEGATIVE
AVhzCjEfe9yMj175jmIM,Wells Fargo customer account openings plunge 44%: Wells Fargo experienced a dramatic_Ñ_ https://t.co/HbXBzqWwQa,TRAINING,NEWS - NEGATIVE
AVhzGkf7e9yMj175jmNH,Wells Fargo customer account openings plunge 44%: Wells Fargo said on Thursday that new account openings and credit_Ñ_ https://t.co/ie5FoDwT1P,TRAINING,NEWS - NEGATIVE
AVhzGo8pe9yMj175jmNT,Wells Fargo customer account openings plunge 44%: Wells Fargo said on Thursday that new account openings and credit_Ñ_ https://t.co/k1lfU9wePe,TRAINING,NEWS - NEGATIVE
AVhzEfQDe9yMj175jmKD,Wells Fargo customer account openings plunge 44%. Backlash follows fake account scandal. - https://t.co/1hTmVA43Fv https://t.co/9mC1wJKOEj,TRAINING,NEWS - NEGATIVE
AVhzBPVQe9yMj175jmG_,Wells Fargo customer account openings plunge 44%. Wow. #StockMarket https://t.co/NgXLIghvnm,TRAINING,NEWS - NEGATIVE
AVhzCQbQe9yMj175jmHy,Wells Fargo Customer Account Openings Plunge 44%... #news #Philly #Philadelphia https://t.co/l2z8GjRBHV,TRAINING,NEWS - NEGATIVE
AVhzBxbHe9yMj175jmHd,Wells Fargo customer account openings plunge https://t.co/4QFA00dSF0,TRAINING,NEWS - NEGATIVE
AVhy7Yr_e9yMj175jl_Y,Wells Fargo customer account openings plunge https://t.co/5sKT0pXUGQ,TRAINING,NEWS - NEGATIVE
AVhy7Z9ve9yMj175jl_c,Wells Fargo customer account openings plunge https://t.co/7IofaEoV3r,TRAINING,NEWS - NEGATIVE
AVhy8Qfae9yMj175jmBB,Wells Fargo customer account openings plunge https://t.co/7t8BDv7QNs,TRAINING,NEWS - NEGATIVE
AVhy7WApe9yMj175jl_F,Wells Fargo customer account openings plunge https://t.co/CYTIeTR5EM https://t.co/FSFW6MvoWm,TRAINING,NEWS - NEGATIVE
AVhy8Ampe9yMj175jmAu,Wells Fargo customer account openings plunge https://t.co/D3Y80zRTkj,TRAINING,NEWS - NEGATIVE
AVhy72UTe9yMj175jmAh,Wells Fargo customer account openings plunge https://t.co/E0oCQKsYk3,TRAINING,NEWS - NEGATIVE
AVhy8EyZe9yMj175jmA1,Wells Fargo customer account openings plunge https://t.co/g1I3Jtprei https://t.co/jp7YEeoqwb,TRAINING,NEWS - NEGATIVE
AVhy86noe9yMj175jmB5,Wells Fargo customer account openings plunge https://t.co/HypDMtIiwv #business #cnn https://t.co/A7BDuXKiHz,TRAINING,NEWS - NEGATIVE
AVhy8iFUe9yMj175jmBd,Wells Fargo customer account openings plunge https://t.co/KhcmKkuSEK,TRAINING,NEWS - NEGATIVE
AVhy7YHHe9yMj175jl_W,Wells Fargo customer account openings plunge https://t.co/near8O6EMT,TRAINING,NEWS - NEGATIVE
AVhy72QPe9yMj175jmAf,Wells Fargo customer account openings plunge https://t.co/puOhqPqXQb World business news - https://t.co/SytJrDRHP9,TRAINING,NEWS - NEGATIVE
AVhy8CiBe9yMj175jmAz,Wells Fargo customer account openings plunge https://t.co/PySm7asdc0,TRAINING,NEWS - NEGATIVE
AVhy8VO5e9yMj175jmBF,Wells Fargo customer account openings plunge https://t.co/QgTwckuc7y,TRAINING,NEWS - NEGATIVE
AVhzAp7Ge9yMj175jmGc,Wells Fargo customer account openings plunge https://t.co/RUNfEPFbX9 #business #money #article https://t.co/hU5Vyj1pZu,TRAINING,NEWS - NEGATIVE
AVhy7VDae9yMj175jl_B,Wells Fargo customer account openings plunge https://t.co/Xfjpnni1jp #startup #ASISAbuja2016 #Turkey,TRAINING,NEWS - NEGATIVE
AVhy7WQ3e9yMj175jl_M,Wells Fargo customer account openings plunge: Wells Fargo said on Thursday that new account openings and credit_Ñ_ https://t.co/qbHPeNkgyl CNN,TRAINING,NEWS - NEGATIVE
AVhzBrZUe9yMj175jmHa,Wells Fargo customer account openings plunge: Wells Fargo said on Thursday that new account_Ñ_ https://t.co/iD7O35fHZo #bussiness #news,TRAINING,NEWS - NEGATIVE
AVhzE5TYe9yMj175jmKx,Wells Fargo customer account openings plungeë_44% https://t.co/xSgWAboYaq,TRAINING,NEWS - NEGATIVE
AVhy_QQse9yMj175jmE0,Wells Fargo downgrades $ENZY from Outperform to Market Perform https://t.co/sDLlSKUygs,TRAINING,NEWS - NEGATIVE
AVhy97LVe9yMj175jmDD,Wells Fargo Executive Quits To Fight Trump As A Grassroots Activist #fakeheadlinebot #learntocode #makeatwitterbot #javascript,TRAINING,NEWS - NEGATIVE
AVhzF8zqe9yMj175jmMZ,"Wells Fargo Extends Support for BlackBerry, Nokia Platforms Till June 2017 #fakeheadlinebot #learntocode #makeatwitterbot #javascript",TRAINING,NEWS - NEUTRAL
AVhzJON8e9yMj175jmQf,Wells Fargo found potential issues with its #ethics line https://t.co/heVC0FfUKK via @WSJ,TRAINING,NEWS - NEGATIVE
AVhwWbo-I2Sjmi8PbQ5y,Wells Fargo Fraud Squad. https://t.co/BK3l4WqdbQ,TRAINING,MISCELLANEOUS
AVhxCiiS3wREpSvG6JcX,Wells Fargo Goes Robo With SigFig Wealth Management https://t.co/B4oJoDywEy,TRAINING,NEWS - NEUTRAL
AVhwWbo-I2Sjmi8PbQ5x,Wells Fargo Goes Robo With SigFig Wealth Management https://t.co/QwnntNuj8L,TRAINING,NEWS - NEUTRAL
AViISJUO5WZ5LI912JMv,Wells Fargo gotta chill with these daily limits.,TRAINING,COMPLAINT
AViJc_Xt2cIsszF7Yw19,Wells Fargo hanging out $10. Bet,TRAINING,MISCELLANEOUS
AVhzAB19e9yMj175jmF4,"WELLS FARGO has taken steps to restore their good name, but NO NEWS re ACTION versus ABUSERS: What's the Story? R they still EMPLOYED? WRONG",TRAINING,NEWS - NEGATIVE
AViISHdu5WZ5LI912JMu,Wells Fargo hit by new restrictions from regulator https://t.co/xW3OZkSNhM,TRAINING,NEWS - NEGATIVE
AViCPATLc96u6qSv77ov,Wells Fargo hit with new sanctions following fake-accounts scandal - Los Angeles Times,TRAINING,NEWS - NEGATIVE
AViCREJqc96u6qSv77pH,Wells Fargo hit with new sanctions following fake-accounts scandal - Los Angeles Times https://t.co/CdJ4j7M9Lx,TRAINING,NEWS - NEGATIVE
AVhzDXPbe9yMj175jmI6,Wells Fargo Home Mortgage _Ñ_ Online Account Management _Ñ_ Wells Fargo #get #a #home #loan https://t.co/13mJuOSGHP,TRAINING,SUGGESTION
AVhzD7jXe9yMj175jmJl,Wells Fargo Home Mortgage _Ñ_ Online Account Management _Ñ_ Wells Fargo #get #a #home #loan https://t.co/ejE0qUVmn3,TRAINING,SUGGESTION
AVhzA1hhe9yMj175jmGn,Wells Fargo Home Mortgage _Ñ_ Online Account Management _Ñ_ Wells Fargo #get #a #home #loan https://t.co/ERBjVuQRQE,TRAINING,SUGGESTION
AVhzDMDBe9yMj175jmI2,Wells Fargo Home Mortgage _Ñ_ Online Account Management _Ñ_ Wells Fargo #get #a #home #loan https://t.co/gXPWRAflH6,TRAINING,SUGGESTION
AVhzEF04e9yMj175jmJy,Wells Fargo Home Mortgage _Ñ_ Online Account Management _Ñ_ Wells Fargo #get #a #home #loan https://t.co/LlQHOgA9VO,TRAINING,SUGGESTION
AVhzHBzpe9yMj175jmN4,Wells Fargo Investment Institute provides clarity on key events that impacted #investors in 2016.  https://t.co/vQzSlVv1jC,TRAINING,NEWS - NEUTRAL
AVhzGQ87e9yMj175jmM4,Wells Fargo Investment Institute provides clarity on key events that impacted #investors in 2016.  https://t.co/zos0jKiKeb,TRAINING,NEWS - NEUTRAL
AVhzC5nIe9yMj175jmIs,Wells Fargo is getting walloped by its fraudulent-accounts scandal https://t.co/N3sPpnxLB4 via @themoneygame,TRAINING,NEWS - NEGATIVE
AVhzI31He9yMj175jmP9,Wells Fargo is getting walloped by its fraudulent-accounts scandal https://t.co/neLXrsgYaI #Finance,TRAINING,NEWS - NEGATIVE
AVhy-K1Te9yMj175jmDo,Wells Fargo is getting walloped by its fraudulent-accounts scandal https://t.co/v72kjJl0uI,TRAINING,NEWS - NEGATIVE
AVhy-MQre9yMj175jmDq,Wells Fargo is getting walloped by its fraudulent-accounts scandal https://t.co/v72kjJl0uI https://t.co/H0NpHfqsNn,TRAINING,NEWS - NEGATIVE
AVhzJCsFe9yMj175jmQL,Wells Fargo is getting walloped by its fraudulent-accounts scandal https://t.co/zuCARH3dTm,TRAINING,NEWS - NEGATIVE
AVhy7rL5e9yMj175jmAV,Wells Fargo is getting walloped by their fraudulent accounts scandal https://t.co/IXfEHqw70H https://t.co/nakDchKWHE,TRAINING,NEWS - NEGATIVE
AVhzDeBie9yMj175jmI_,Wells Fargo is getting walloped by their fraudulent accounts scandal https://t.co/wFxm8Bc7p5,TRAINING,NEWS - NEGATIVE
AViJdC8K2cIsszF7Yw1-,Wells Fargo is handing out $10. Bet,TRAINING,MISCELLANEOUS
AVhxBCcF3wREpSvG6JcI,Wells Fargo is hard at work trying to rebuild its reputation #fargo_news https://t.co/p8e94Kv95a,TRAINING,NEWS - POSITIVE
AVhzAve3e9yMj175jmGj,Wells fargo is hard at work trying to rebuild its reputation #news #market #business https://t.co/auwNHZvkvz,TRAINING,NEWS - POSITIVE
AViOQal-AHJ-cL1yqll0,Wells Fargo is literally the worst.,TRAINING,COMPLAINT
AVhzCvB6e9yMj175jmIZ,"Wells Fargo is running TV ads apologizing for what they did. Have yet to see ones from HSBC (drug money), JPM. Chase (great recession), etc.",TRAINING,NEWS - NEUTRAL
AVhzBR9qe9yMj175jmHE,Wells Fargo like MSM  Plead for customers to come But people don't trust either one So they can fade into the sun https://t.co/c4pFLVuZP6,TRAINING,COMPLAINT
AVhy_VhYe9yMj175jmE-,Wells Fargo Loses Additional Bay Area Business Following Fake Account Scandal https://t.co/d5PjSjKnvX,TRAINING,NEWS - NEGATIVE
AVhy_VhYe9yMj175jmE9,Wells Fargo Loses Additional Bay Area Business Following Fake Account Scandal https://t.co/DqhMJXEXe8,TRAINING,NEWS - NEGATIVE
AVhy_V3-e9yMj175jmFA,Wells Fargo Loses Additional Bay Area Business Following Fake Account Scandal https://t.co/LGa8Xaucpz,TRAINING,NEWS - NEGATIVE
AVhzEczae9yMj175jmKA,"Wells Fargo lowkey sucks...I got paid a day earlier with my walmart card, now a nigga gotta wait till my actual payday. Fucking idiots.",TRAINING,COMPLAINT
AViOSxq3AHJ-cL1yqlmI,Wells Fargo must now get permission before handing executives _ÑÉgolden parachutes_Ñé https://t.co/ZFJ67oGfp7,TRAINING,NEWS - NEGATIVE
AViJbtOI2cIsszF7Yw08,"Wells Fargo Names Gary Orr Division Manager of Real Estate Specialty Group, Commercial Real Estate Services -_Ñ__Ñ_ https://t.co/v1aM7kTsKF",TRAINING,NEWS - NEUTRAL
AVhzChuPe9yMj175jmIL,Wells Fargo needs a coming to Jesus meeting. Seriously my life is a constant battle with them and no one knows what they're taking about,TRAINING,COMPLAINT
AViCfvujc96u6qSv77s3,WELLS FARGO NEEDS TO STOP FREEZING MY GODDAMN ACCOUNT,TRAINING,COMPLAINT
AVhwYQFpI2Sjmi8PbQ6I,wells fargo needs to stop giving me $100 randomly and taking it away this so so dumb.,TRAINING,COMPLAINT
AVhzEZM9e9yMj175jmJ-,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% | Zero Hedge https://t.co/03qtvsVMLm,TRAINING,NEWS - NEGATIVE
AVhzGhH1e9yMj175jmNF,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% | Zero Hedge https://t.co/5DzaYl0ReY,TRAINING,NEWS - NEGATIVE
AVhzFWC_e9yMj175jmLi,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/024a8giLGl $GLD,TRAINING,NEWS - NEGATIVE
AVhzDiGne9yMj175jmJB,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/0aJDoSUz5s,TRAINING,NEWS - NEGATIVE
AVhzFJgIe9yMj175jmLI,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/2BQ1WGjw9a,TRAINING,NEWS - NEGATIVE
AVhzFh-fe9yMj175jmL5,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/3t55Ty6NdF https://t.co/N0bcG1wRG5,TRAINING,NEWS - NEGATIVE
AVhzFQybe9yMj175jmLT,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/8aorCGZoru #Economic #PowerOfFreeSpeech #Qu_Ñ_,TRAINING,NEWS - NEGATIVE
AVhzHH07e9yMj175jmOC,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/9hzYMc9c4L #ZeroHedge #bAgile,TRAINING,NEWS - NEGATIVE
AVhzGJ0ze9yMj175jmMo,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/As8lPvDeYe #BÕ_rse #derTrader.at #trading,TRAINING,NEWS - NEGATIVE
AVhzEY5ie9yMj175jmJ8,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/BKwNnlZ18n,TRAINING,NEWS - NEGATIVE
AVhzEzMle9yMj175jmKh,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/bVyM9nfNCp by #zerohedge via @c0nvey,TRAINING,NEWS - NEGATIVE
AVhzFbxYe9yMj175jmLn,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/CBLzbtjuZ0 #Bank_Ñ_ https://t.co/yRgBf12UZ2,TRAINING,NEWS - NEGATIVE
AVhzGJMUe9yMj175jmMm,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/CJVIV1EKzW #BÕ_rse #derTrader.at #trading,TRAINING,NEWS - NEGATIVE
AVhzFcuSe9yMj175jmLr,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/EoNwc0S2SY #Banking #Finance,TRAINING,NEWS - NEGATIVE
AVhzFV16e9yMj175jmLf,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/ERZvntpShx $GLD,TRAINING,NEWS - NEGATIVE
AVhzFV16e9yMj175jmLc,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/GFK9so2fOC $GLD,TRAINING,NEWS - NEGATIVE
AVhzIcOne9yMj175jmPd,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/GLhx0Dalpb,TRAINING,NEWS - NEGATIVE
AVhzGLame9yMj175jmMt,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/h5Cwlapz0v #Money #Finance #Economics #Mark_Ñ_,TRAINING,NEWS - NEGATIVE
AVhzFRuxe9yMj175jmLV,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/IkbugUlRgg,TRAINING,NEWS - NEGATIVE
AVhzFV16e9yMj175jmLd,Wells Fargo New Account Openings Down 44%; Credit Card Applications Plunge By 50% https://t.co/JzXbsXwETW $GLD,TRAINING,NEWS - NEGATIVE
