W,C,S
rep,MISCELLANEOUS,-4.912654886
its,MISCELLANEOUS,-4.912654886
sorry,MISCELLANEOUS,-4.912654886
afm,MISCELLANEOUS,-4.912654886
message,MISCELLANEOUS,-4.912654886
already,MISCELLANEOUS,-4.912654886
amt,MISCELLANEOUS,-4.912654886
today,MISCELLANEOUS,-4.912654886
app,MISCELLANEOUS,-4.912654886
using,MISCELLANEOUS,-4.912654886
whatsapp,MISCELLANEOUS,-4.912654886
cash,MISCELLANEOUS,-4.912654886
both,MISCELLANEOUS,-4.912654886
mentioned,MISCELLANEOUS,-4.912654886
digiti,MISCELLANEOUS,-4.912654886
sigma,MISCELLANEOUS,-4.912654886
sir,MISCELLANEOUS,-4.912654886
big,MISCELLANEOUS,-4.912654886
transactions,MISCELLANEOUS,-4.912654886
hello,MISCELLANEOUS,-4.912654886
sms,MISCELLANEOUS,-4.912654886
attached,MISCELLANEOUS,-4.912654886
manager,MISCELLANEOUS,-4.912654886
concern,COMPLAINT,-4.889513357
imps,COMPLAINT,-4.889513357
page,COMPLAINT,-4.889513357
cards,COMPLAINT,-4.889513357
centre,COMPLAINT,-4.889513357
shows,COMPLAINT,-4.889513357
attitude,COMPLAINT,-4.889513357
showing,COMPLAINT,-4.889513357
shared,COMPLAINT,-4.889513357
least,COMPLAINT,-4.889513357
official,COMPLAINT,-4.889513357
login,COMPLAINT,-4.889513357
visit,COMPLAINT,-4.889513357
language,COMPLAINT,-4.889513357
sending,COMPLAINT,-4.889513357
pm,COMPLAINT,-4.889513357
seen,COMPLAINT,-4.889513357
st,COMPLAINT,-4.889513357
closed,COMPLAINT,-4.889513357
life,COMPLAINT,-4.889513357
terms,COMPLAINT,-4.889513357
otp,COMPLAINT,-4.889513357
almost,COMPLAINT,-4.889513357
things,COMPLAINT,-4.889513357
her,COMPLAINT,-4.889513357
him,COMPLAINT,-4.889513357
his,COMPLAINT,-4.889513357
point,COMPLAINT,-4.889513357
june,COMPLAINT,-4.889513357
talk,COMPLAINT,-4.889513357
hope,COMPLAINT,-4.889513357
chor,COMPLAINT,-4.889513357
machine,COMPLAINT,-4.889513357
error,COMPLAINT,-4.889513357
acc,COMPLAINT,-4.889513357
sucks,COMPLAINT,-4.889513357
saw,COMPLAINT,-4.889513357
FALSE,COMPLAINT,-4.889513357
bnk,COMPLAINT,-4.889513357
available,COMPLAINT,-4.889513357
k,COMPLAINT,-4.784152842
better,COMPLAINT,-4.784152842
fees,COMPLAINT,-4.784152842
though,COMPLAINT,-4.784152842
via,COMPLAINT,-4.784152842
doesn,COMPLAINT,-4.784152842
visited,COMPLAINT,-4.784152842
receiving,COMPLAINT,-4.784152842
fee,COMPLAINT,-4.784152842
sure,COMPLAINT,-4.784152842
while,COMPLAINT,-4.784152842
nd,COMPLAINT,-4.784152842
promised,COMPLAINT,-4.784152842
old,COMPLAINT,-4.784152842
solve,COMPLAINT,-4.784152842
link,COMPLAINT,-4.784152842
giving,COMPLAINT,-4.784152842
put,COMPLAINT,-4.784152842
asap,COMPLAINT,-4.784152842
happen,COMPLAINT,-4.784152842
soon,COMPLAINT,-4.784152842
seriously,COMPLAINT,-4.784152842
hour,COMPLAINT,-4.784152842
something,COMPLAINT,-4.784152842
fake,COMPLAINT,-4.784152842
value,COMPLAINT,-4.784152842
abt,COMPLAINT,-4.784152842
ref,COMPLAINT,-4.784152842
trust,COMPLAINT,-4.784152842
sorry,COMPLAINT,-4.784152842
saving,COMPLAINT,-4.784152842
mentioned,COMPLAINT,-4.784152842
personal,COMPLAINT,-4.784152842
she,COMPLAINT,-4.784152842
big,COMPLAINT,-4.784152842
horrible,COMPLAINT,-4.784152842
$,REQUEST,-4.743191484
after,REQUEST,-4.743191484
too,REQUEST,-4.743191484
question,REQUEST,-4.743191484
opening,REQUEST,-4.743191484
savings,REQUEST,-4.743191484
banks,REQUEST,-4.743191484
did,REQUEST,-4.743191484
concerns,REQUEST,-4.743191484
text,REQUEST,-4.743191484
apply,REQUEST,-4.743191484
official,REQUEST,-4.743191484
wanted,REQUEST,-4.743191484
statement,REQUEST,-4.743191484
issues,REQUEST,-4.743191484
used,REQUEST,-4.743191484
option,REQUEST,-4.743191484
he,REQUEST,-4.743191484
hv,REQUEST,-4.743191484
debited,REQUEST,-4.743191484
while,REQUEST,-4.743191484
platinum,REQUEST,-4.743191484
months,REQUEST,-4.743191484
nt,REQUEST,-4.743191484
registered,REQUEST,-4.743191484
then,REQUEST,-4.743191484
rs,REQUEST,-4.743191484
even,REQUEST,-4.743191484
interested,REQUEST,-4.743191484
yes,REQUEST,-4.743191484
hey,REQUEST,-4.743191484
before,REQUEST,-4.743191484
talk,REQUEST,-4.743191484
action,REQUEST,-4.743191484
suppo,REQUEST,-4.743191484
again,REQUEST,-4.743191484
charges,REQUEST,-4.743191484
weeks,REQUEST,-4.743191484
calling,REQUEST,-4.743191484
exchange,REQUEST,-4.743191484
sorry,REQUEST,-4.743191484
name,REQUEST,-4.743191484
sms,REQUEST,-4.743191484
morning,REQUEST,-4.743191484
approved,COMPLAINT,-4.688842662
went,COMPLAINT,-4.688842662
respond,COMPLAINT,-4.688842662
thing,COMPLAINT,-4.688842662
full,COMPLAINT,-4.688842662
twitter,COMPLAINT,-4.688842662
may,COMPLAINT,-4.688842662
cheating,COMPLAINT,-4.688842662
inform,COMPLAINT,-4.688842662
relationship,COMPLAINT,-4.688842662
look,COMPLAINT,-4.688842662
internet,COMPLAINT,-4.688842662
lost,COMPLAINT,-4.688842662
reward,COMPLAINT,-4.688842662
failed,COMPLAINT,-4.688842662
share,COMPLAINT,-4.688842662
around,COMPLAINT,-4.688842662
few,COMPLAINT,-4.688842662
india,COMPLAINT,-4.688842662
hv,COMPLAINT,-4.688842662
ve,COMPLAINT,-4.688842662
yr,COMPLAINT,-4.688842662
receive,COMPLAINT,-4.688842662
ppl,COMPLAINT,-4.688842662
answer,COMPLAINT,-4.688842662
free,COMPLAINT,-4.688842662
case,COMPLAINT,-4.688842662
complain,COMPLAINT,-4.688842662
office,COMPLAINT,-4.688842662
different,COMPLAINT,-4.688842662
access,COMPLAINT,-4.688842662
current,COMPLAINT,-4.688842662
&,COMPLAINT,-4.601831285
serious,COMPLAINT,-4.601831285
matter,COMPLAINT,-4.601831285
paid,COMPLAINT,-4.601831285
doesnt,COMPLAINT,-4.601831285
long,COMPLAINT,-4.601831285
seems,COMPLAINT,-4.601831285
emi,COMPLAINT,-4.601831285
another,COMPLAINT,-4.601831285
opened,COMPLAINT,-4.601831285
option,COMPLAINT,-4.601831285
code,COMPLAINT,-4.601831285
hell,COMPLAINT,-4.601831285
own,COMPLAINT,-4.601831285
write,COMPLAINT,-4.601831285
must,COMPLAINT,-4.601831285
employees,COMPLAINT,-4.601831285
return,COMPLAINT,-4.601831285
reference,COMPLAINT,-4.601831285
resolution,COMPLAINT,-4.601831285
weeks,COMPLAINT,-4.601831285
ago,COMPLAINT,-4.601831285
takes,COMPLAINT,-4.601831285
show,COMPLAINT,-4.601831285
most,COMPLAINT,-4.601831285
sector,COMPLAINT,-4.601831285
query,COMPLAINT,-4.601831285
n,REQUEST,-4.560869927
information,REQUEST,-4.560869927
well,REQUEST,-4.560869927
com,REQUEST,-4.560869927
says,REQUEST,-4.560869927
team,REQUEST,-4.560869927
fund,REQUEST,-4.560869927
day,REQUEST,-4.560869927
due,REQUEST,-4.560869927
long,REQUEST,-4.560869927
many,REQUEST,-4.560869927
called,REQUEST,-4.560869927
asked,REQUEST,-4.560869927
another,REQUEST,-4.560869927
hdfc,REQUEST,-4.560869927
who,REQUEST,-4.560869927
very,REQUEST,-4.560869927
im,REQUEST,-4.560869927
limit,REQUEST,-4.560869927
sr,REQUEST,-4.560869927
th,REQUEST,-4.560869927
assist,REQUEST,-4.560869927
problem,REQUEST,-4.560869927
like,REQUEST,-4.560869927
resolved,REQUEST,-4.560869927
understand,REQUEST,-4.560869927
wait,REQUEST,-4.560869927
pos,REQUEST,-4.560869927
able,REQUEST,-4.560869927
people,REQUEST,-4.560869927
close,REQUEST,-4.560869927
years,REQUEST,-4.560869927
more,REQUEST,-4.560869927
accounts,REQUEST,-4.560869927
reve,REQUEST,-4.560869927
personal,REQUEST,-4.560869927
see,REQUEST,-4.560869927
dear,REQUEST,-4.560869927
current,REQUEST,-4.560869927
manager,REQUEST,-4.560869927
query,REQUEST,-4.560869927
),COMPLIMENT,-4.532599493
after,COMPLIMENT,-4.532599493
thanx,COMPLIMENT,-4.532599493
k,COMPLIMENT,-4.532599493
tweet,COMPLIMENT,-4.532599493
priyanka,COMPLIMENT,-4.532599493
ton,COMPLIMENT,-4.532599493
kudos,COMPLIMENT,-4.532599493
docs,COMPLIMENT,-4.532599493
full,COMPLIMENT,-4.532599493
twitter,COMPLIMENT,-4.532599493
easy,COMPLIMENT,-4.532599493
grateful,COMPLIMENT,-4.532599493
business,COMPLIMENT,-4.532599493
staff,COMPLIMENT,-4.532599493
helping,COMPLIMENT,-4.532599493
don,COMPLIMENT,-4.532599493
akhilesh,COMPLIMENT,-4.532599493
fees,COMPLIMENT,-4.532599493
use,COMPLIMENT,-4.532599493
entries,COMPLIMENT,-4.532599493
d><u,COMPLIMENT,-4.532599493
received,COMPLIMENT,-4.532599493
shared,COMPLIMENT,-4.532599493
money,COMPLIMENT,-4.532599493
enjoy,COMPLIMENT,-4.532599493
<u,COMPLIMENT,-4.532599493
bf><u,COMPLIMENT,-4.532599493
need,COMPLIMENT,-4.532599493
end,COMPLIMENT,-4.532599493
another,COMPLIMENT,-4.532599493
supporting,COMPLIMENT,-4.532599493
give,COMPLIMENT,-4.532599493
wrong,COMPLIMENT,-4.532599493
opened,COMPLIMENT,-4.532599493
keep,COMPLIMENT,-4.532599493
faith,COMPLIMENT,-4.532599493
sure,COMPLIMENT,-4.532599493
cc,COMPLIMENT,-4.532599493
which,COMPLIMENT,-4.532599493
india,COMPLIMENT,-4.532599493
than,COMPLIMENT,-4.532599493
claim,COMPLIMENT,-4.532599493
contest,COMPLIMENT,-4.532599493
re,COMPLIMENT,-4.532599493
us,COMPLIMENT,-4.532599493
days,COMPLIMENT,-4.532599493
there,COMPLIMENT,-4.532599493
agunbiade,COMPLIMENT,-4.532599493
homeloan,COMPLIMENT,-4.532599493
fantastic,COMPLIMENT,-4.532599493
hey,COMPLIMENT,-4.532599493
cydm,COMPLIMENT,-4.532599493
their,COMPLIMENT,-4.532599493
process,COMPLIMENT,-4.532599493
myhelicoptershot,COMPLIMENT,-4.532599493
take,COMPLIMENT,-4.532599493
some,COMPLIMENT,-4.532599493
waiting,COMPLIMENT,-4.532599493
bc><u,COMPLIMENT,-4.532599493
america,COMPLIMENT,-4.532599493
action,COMPLIMENT,-4.532599493
solution,COMPLIMENT,-4.532599493
TRUE,COMPLIMENT,-4.532599493
nice,COMPLIMENT,-4.532599493
excellent,COMPLIMENT,-4.532599493
sorted,COMPLIMENT,-4.532599493
winners,COMPLIMENT,-4.532599493
exchange,COMPLIMENT,-4.532599493
rating,COMPLIMENT,-4.532599493
caring,COMPLIMENT,-4.532599493
patience,COMPLIMENT,-4.532599493
show,COMPLIMENT,-4.532599493
adewunmi,COMPLIMENT,-4.532599493
more,COMPLIMENT,-4.532599493
job,COMPLIMENT,-4.532599493
bb>,COMPLIMENT,-4.532599493
visa,COMPLIMENT,-4.532599493
getting,COMPLIMENT,-4.532599493
big,COMPLIMENT,-4.532599493
thanku,COMPLIMENT,-4.532599493
works,COMPLIMENT,-4.532599493
boa,COMPLIMENT,-4.532599493
initiative,COMPLIMENT,-4.532599493
raised,COMPLIMENT,-4.532599493
store,COMPLIMENT,-4.532599493
salary,SUGGESTION,-4.521788577
installments,SUGGESTION,-4.521788577
teh,SUGGESTION,-4.521788577
counters,SUGGESTION,-4.521788577
applies,SUGGESTION,-4.521788577
challan,COMPLAINT,-4.521788577
turn,SUGGESTION,-4.521788577
\,SUGGESTION,-4.521788577
flip,SUGGESTION,-4.521788577
b,SUGGESTION,-4.521788577
c,SUGGESTION,-4.521788577
l,SUGGESTION,-4.521788577
w,SUGGESTION,-4.521788577
exciting,SUGGESTION,-4.521788577
thank,SUGGESTION,-4.521788577
y,SUGGESTION,-4.521788577
y,COMPLAINT,-4.521788577
acknowledgement,SUGGESTION,-4.521788577
good,SUGGESTION,-4.521788577
serious,SUGGESTION,-4.521788577
making,SUGGESTION,-4.521788577
making,COMPLAINT,-4.521788577
provided,SUGGESTION,-4.521788577
hard,SUGGESTION,-4.521788577
multiple,SUGGESTION,-4.521788577
tweet,SUGGESTION,-4.521788577
room,SUGGESTION,-4.521788577
taking,SUGGESTION,-4.521788577
hate,SUGGESTION,-4.521788577
matter,SUGGESTION,-4.521788577
cheat,SUGGESTION,-4.521788577
regard,SUGGESTION,-4.521788577
quite,SUGGESTION,-4.521788577
improve,SUGGESTION,-4.521788577
were,COMPLAINT,-4.521788577
try,COMPLAINT,-4.521788577
times,SUGGESTION,-4.521788577
exceeds,SUGGESTION,-4.521788577
unconcerned,SUGGESTION,-4.521788577
concern,SUGGESTION,-4.521788577
bankwhen,SUGGESTION,-4.521788577
directo,SUGGESTION,-4.521788577
think,SUGGESTION,-4.521788577
languages,SUGGESTION,-4.521788577
thing,SUGGESTION,-4.521788577
backdont,SUGGESTION,-4.521788577
unable,SUGGESTION,-4.521788577
paying,SUGGESTION,-4.521788577
starts,SUGGESTION,-4.521788577
accountsworst,SUGGESTION,-4.521788577
fixed,SUGGESTION,-4.521788577
away,SUGGESTION,-4.521788577
malpracticesmay,SUGGESTION,-4.521788577
replyi,SUGGESTION,-4.521788577
fund,SUGGESTION,-4.521788577
required,SUGGESTION,-4.521788577
twitter,SUGGESTION,-4.521788577
payment,SUGGESTION,-4.521788577
provide,SUGGESTION,-4.521788577
log,SUGGESTION,-4.521788577
fetch,SUGGESTION,-4.521788577
cluttered,SUGGESTION,-4.521788577
experience,SUGGESTION,-4.521788577
dat,SUGGESTION,-4.521788577
minutes,SUGGESTION,-4.521788577
acceptedworst,SUGGESTION,-4.521788577
part,SUGGESTION,-4.521788577
east,SUGGESTION,-4.521788577
browser,SUGGESTION,-4.521788577
boycott,SUGGESTION,-4.521788577
someone,SUGGESTION,-4.521788577
someone,COMPLAINT,-4.521788577
build,SUGGESTION,-4.521788577
der,SUGGESTION,-4.521788577
railway,SUGGESTION,-4.521788577
prevention,SUGGESTION,-4.521788577
carefully,SUGGESTION,-4.521788577
easy,SUGGESTION,-4.521788577
senior,SUGGESTION,-4.521788577
smiled,SUGGESTION,-4.521788577
compare,SUGGESTION,-4.521788577
bootstrapp,SUGGESTION,-4.521788577
mine,SUGGESTION,-4.521788577
staff,SUGGESTION,-4.521788577
under,SUGGESTION,-4.521788577
did,SUGGESTION,-4.521788577
shifting,SUGGESTION,-4.521788577
passport,SUGGESTION,-4.521788577
legal,SUGGESTION,-4.521788577
requesting,SUGGESTION,-4.521788577
higlhighting,SUGGESTION,-4.521788577
states,SUGGESTION,-4.521788577
doorstep,SUGGESTION,-4.521788577
managerwe,SUGGESTION,-4.521788577
doesnt,SUGGESTION,-4.521788577
balance,SUGGESTION,-4.521788577
fear,SUGGESTION,-4.521788577
yesbanks,SUGGESTION,-4.521788577
status,SUGGESTION,-4.521788577
don,SUGGESTION,-4.521788577
government,SUGGESTION,-4.521788577
mai,SUGGESTION,-4.521788577
regardsprem,SUGGESTION,-4.521788577
forward,SUGGESTION,-4.521788577
websites,SUGGESTION,-4.521788577
usd,SUGGESTION,-4.521788577
enabledyou,SUGGESTION,-4.521788577
wonderful,SUGGESTION,-4.521788577
quality,SUGGESTION,-4.521788577
association,SUGGESTION,-4.521788577
long,SUGGESTION,-4.521788577
remember,SUGGESTION,-4.521788577
min,SUGGESTION,-4.521788577
star,SUGGESTION,-4.521788577
appear,SUGGESTION,-4.521788577
cust,SUGGESTION,-4.521788577
invest,SUGGESTION,-4.521788577
numbers,SUGGESTION,-4.521788577
depositwithdrawal,SUGGESTION,-4.521788577
bare,SUGGESTION,-4.521788577
withdrawals,SUGGESTION,-4.521788577
secured,SUGGESTION,-4.521788577
proper,SUGGESTION,-4.521788577
themselves,SUGGESTION,-4.521788577
asaxis,SUGGESTION,-4.521788577
thatif,SUGGESTION,-4.521788577
apply,SUGGESTION,-4.521788577
money,SUGGESTION,-4.521788577
base,SUGGESTION,-4.521788577
persongetting,SUGGESTION,-4.521788577
loss,SUGGESTION,-4.521788577
work,SUGGESTION,-4.521788577
benchmark,SUGGESTION,-4.521788577
lakhs,SUGGESTION,-4.521788577
loud,SUGGESTION,-4.521788577
revisit,SUGGESTION,-4.521788577
indian,SUGGESTION,-4.521788577
recruit,SUGGESTION,-4.521788577
spent,SUGGESTION,-4.521788577
cmon,SUGGESTION,-4.521788577
companyyour,SUGGESTION,-4.521788577
smartphone,SUGGESTION,-4.521788577
leading,SUGGESTION,-4.521788577
handy,SUGGESTION,-4.521788577
upgrade,SUGGESTION,-4.521788577
stop,SUGGESTION,-4.521788577
stop,COMPLAINT,-4.521788577
least,SUGGESTION,-4.521788577
weird,SUGGESTION,-4.521788577
securebcoz,SUGGESTION,-4.521788577
couldn,SUGGESTION,-4.521788577
doesn,SUGGESTION,-4.521788577
guideline,SUGGESTION,-4.521788577
private,SUGGESTION,-4.521788577
ride,SUGGESTION,-4.521788577
sleeping,SUGGESTION,-4.521788577
visited,SUGGESTION,-4.521788577
told,SUGGESTION,-4.521788577
toll,SUGGESTION,-4.521788577
tried,SUGGESTION,-4.521788577
idiots,SUGGESTION,-4.521788577
era,SUGGESTION,-4.521788577
ceoi,SUGGESTION,-4.521788577
etc,SUGGESTION,-4.521788577
net,COMPLAINT,-4.521788577
tool,SUGGESTION,-4.521788577
shame,COMPLAINT,-4.521788577
reaching,SUGGESTION,-4.521788577
running,SUGGESTION,-4.521788577
requirement,SUGGESTION,-4.521788577
professional,SUGGESTION,-4.521788577
frickin,SUGGESTION,-4.521788577
skills,SUGGESTION,-4.521788577
borivali,SUGGESTION,-4.521788577
bucks,SUGGESTION,-4.521788577
another,SUGGESTION,-4.521788577
recommend,SUGGESTION,-4.521788577
documents,COMPLAINT,-4.521788577
solved,SUGGESTION,-4.521788577
decrease,SUGGESTION,-4.521788577
next,SUGGESTION,-4.521788577
decide,SUGGESTION,-4.521788577
issues,SUGGESTION,-4.521788577
issues,COMPLAINT,-4.521788577
give,SUGGESTION,-4.521788577
didnt,SUGGESTION,-4.521788577
himreject,SUGGESTION,-4.521788577
differencei,SUGGESTION,-4.521788577
happened,COMPLAINT,-4.521788577
wrong,SUGGESTION,-4.521788577
songs,SUGGESTION,-4.521788577
width,SUGGESTION,-4.521788577
booking,SUGGESTION,-4.521788577
section,SUGGESTION,-4.521788577
used,SUGGESTION,-4.521788577
few,SUGGESTION,-4.521788577
responsewarm,SUGGESTION,-4.521788577
along,SUGGESTION,-4.521788577
attention,SUGGESTION,-4.521788577
shiny,SUGGESTION,-4.521788577
parent,SUGGESTION,-4.521788577
promoted,SUGGESTION,-4.521788577
fix,SUGGESTION,-4.521788577
upstate,SUGGESTION,-4.521788577
looking,SUGGESTION,-4.521788577
ello,SUGGESTION,-4.521788577
cc,COMPLAINT,-4.521788577
charge,SUGGESTION,-4.521788577
co,SUGGESTION,-4.521788577
deleted,SUGGESTION,-4.521788577
dm,SUGGESTION,-4.521788577
sites,SUGGESTION,-4.521788577
fb,SUGGESTION,-4.521788577
duping,SUGGESTION,-4.521788577
india,SUGGESTION,-4.521788577
alert,SUGGESTION,-4.521788577
rate,SUGGESTION,-4.521788577
trouble,SUGGESTION,-4.521788577
reporting,SUGGESTION,-4.521788577
digital,SUGGESTION,-4.521788577
form,SUGGESTION,-4.521788577
management,SUGGESTION,-4.521788577
withdraw,COMPLAINT,-4.521788577
intricate,SUGGESTION,-4.521788577
betas,SUGGESTION,-4.521788577
easily,SUGGESTION,-4.521788577
oct,SUGGESTION,-4.521788577
im,COMPLAINT,-4.521788577
turned,SUGGESTION,-4.521788577
suggestion,SUGGESTION,-4.521788577
off,SUGGESTION,-4.521788577
lu,SUGGESTION,-4.521788577
than,SUGGESTION,-4.521788577
limit,SUGGESTION,-4.521788577
communication,SUGGESTION,-4.521788577
mr,COMPLAINT,-4.521788577
raze,SUGGESTION,-4.521788577
mclr,SUGGESTION,-4.521788577
nd,SUGGESTION,-4.521788577
columbus,SUGGESTION,-4.521788577
code,SUGGESTION,-4.521788577
head,SUGGESTION,-4.521788577
hear,SUGGESTION,-4.521788577
fyi,SUGGESTION,-4.521788577
pl,SUGGESTION,-4.521788577
registered,COMPLAINT,-4.521788577
apologise,SUGGESTION,-4.521788577
brand,SUGGESTION,-4.521788577
old,SUGGESTION,-4.521788577
them,SUGGESTION,-4.521788577
rd,COMPLAINT,-4.521788577
rt,SUGGESTION,-4.521788577
st,SUGGESTION,-4.521788577
decision,SUGGESTION,-4.521788577
necessary,SUGGESTION,-4.521788577
th,SUGGESTION,-4.521788577
assist,SUGGESTION,-4.521788577
details,SUGGESTION,-4.521788577
military,SUGGESTION,-4.521788577
support,SUGGESTION,-4.521788577
support,COMPLAINT,-4.521788577
competition,SUGGESTION,-4.521788577
type,SUGGESTION,-4.521788577
problem,SUGGESTION,-4.521788577
terms,SUGGESTION,-4.521788577
proof,SUGGESTION,-4.521788577
otm,SUGGESTION,-4.521788577
iphone,SUGGESTION,-4.521788577
north,SUGGESTION,-4.521788577
feedbback,SUGGESTION,-4.521788577
evidences,SUGGESTION,-4.521788577
mentioning,SUGGESTION,-4.521788577
thru,SUGGESTION,-4.521788577
welcoming,SUGGESTION,-4.521788577
branches,SUGGESTION,-4.521788577
fraud,SUGGESTION,-4.521788577
ground,SUGGESTION,-4.521788577
allloan,SUGGESTION,-4.521788577
line,SUGGESTION,-4.521788577
follow,COMPLAINT,-4.521788577
cashback,SUGGESTION,-4.521788577
york,SUGGESTION,-4.521788577
locations,SUGGESTION,-4.521788577
wastes,SUGGESTION,-4.521788577
without,SUGGESTION,-4.521788577
introduced,SUGGESTION,-4.521788577
protected,SUGGESTION,-4.521788577
rejecting,SUGGESTION,-4.521788577
defence,SUGGESTION,-4.521788577
weekly,SUGGESTION,-4.521788577
resolved,SUGGESTION,-4.521788577
goa,SUGGESTION,-4.521788577
reader,SUGGESTION,-4.521788577
wish,SUGGESTION,-4.521788577
area,SUGGESTION,-4.521788577
pay,SUGGESTION,-4.521788577
success,SUGGESTION,-4.521788577
charing,SUGGESTION,-4.521788577
samsung,SUGGESTION,-4.521788577
live,SUGGESTION,-4.521788577
responded,SUGGESTION,-4.521788577
complaint,SUGGESTION,-4.521788577
delivered,SUGGESTION,-4.521788577
changing,SUGGESTION,-4.521788577
approach,SUGGESTION,-4.521788577
revive,SUGGESTION,-4.521788577
ever,SUGGESTION,-4.521788577
sleepinguse,SUGGESTION,-4.521788577
opportunities,SUGGESTION,-4.521788577
wake,SUGGESTION,-4.521788577
pin,SUGGESTION,-4.521788577
whether,SUGGESTION,-4.521788577
anwer,SUGGESTION,-4.521788577
october,SUGGESTION,-4.521788577
virginia,SUGGESTION,-4.521788577
playlist,SUGGESTION,-4.521788577
working,SUGGESTION,-4.521788577
land,SUGGESTION,-4.521788577
despite,SUGGESTION,-4.521788577
bankand,SUGGESTION,-4.521788577
pls,SUGGESTION,-4.521788577
credited,SUGGESTION,-4.521788577
mute,SUGGESTION,-4.521788577
actions,SUGGESTION,-4.521788577
giving,SUGGESTION,-4.521788577
chase,SUGGESTION,-4.521788577
pop,SUGGESTION,-4.521788577
pasting,SUGGESTION,-4.521788577
receive,SUGGESTION,-4.521788577
manhattan,SUGGESTION,-4.521788577
yesbankintry,SUGGESTION,-4.521788577
had,SUGGESTION,-4.521788577
avenue,SUGGESTION,-4.521788577
hav,SUGGESTION,-4.521788577
offers,SUGGESTION,-4.521788577
unlock,SUGGESTION,-4.521788577
insufficient,SUGGESTION,-4.521788577
playing,SUGGESTION,-4.521788577
employees,SUGGESTION,-4.521788577
updated,SUGGESTION,-4.521788577
asking,SUGGESTION,-4.521788577
effort,SUGGESTION,-4.521788577
updates,SUGGESTION,-4.521788577
anything,SUGGESTION,-4.521788577
early,SUGGESTION,-4.521788577
put,SUGGESTION,-4.521788577
phishing,SUGGESTION,-4.521788577
valuable,SUGGESTION,-4.521788577
smart,SUGGESTION,-4.521788577
confusing,SUGGESTION,-4.521788577
durid,SUGGESTION,-4.521788577
before,SUGGESTION,-4.521788577
wondering,SUGGESTION,-4.521788577
logically,SUGGESTION,-4.521788577
asap,SUGGESTION,-4.521788577
point,SUGGESTION,-4.521788577
mean,SUGGESTION,-4.521788577
advance,SUGGESTION,-4.521788577
appreciate,SUGGESTION,-4.521788577
mstore,SUGGESTION,-4.521788577
soft,SUGGESTION,-4.521788577
tells,SUGGESTION,-4.521788577
calls,SUGGESTION,-4.521788577
mdlets,SUGGESTION,-4.521788577
corpus,SUGGESTION,-4.521788577
talk,SUGGESTION,-4.521788577
train,SUGGESTION,-4.521788577
hrs,SUGGESTION,-4.521788577
waiting,SUGGESTION,-4.521788577
home,SUGGESTION,-4.521788577
america,SUGGESTION,-4.521788577
executive,SUGGESTION,-4.521788577
action,SUGGESTION,-4.521788577
chor,SUGGESTION,-4.521788577
asks,SUGGESTION,-4.521788577
beggars,SUGGESTION,-4.521788577
chrg,SUGGESTION,-4.521788577
return,SUGGESTION,-4.521788577
smile,SUGGESTION,-4.521788577
solution,SUGGESTION,-4.521788577
solution,COMPLAINT,-4.521788577
find,SUGGESTION,-4.521788577
seriously,SUGGESTION,-4.521788577
since,SUGGESTION,-4.521788577
phones,SUGGESTION,-4.521788577
leadership,SUGGESTION,-4.521788577
socked,SUGGESTION,-4.521788577
regulation,SUGGESTION,-4.521788577
online,SUGGESTION,-4.521788577
writer,SUGGESTION,-4.521788577
coming,SUGGESTION,-4.521788577
villa,SUGGESTION,-4.521788577
accessing,SUGGESTION,-4.521788577
distinguish,SUGGESTION,-4.521788577
something,SUGGESTION,-4.521788577
free,SUGGESTION,-4.521788577
actually,SUGGESTION,-4.521788577
operation,SUGGESTION,-4.521788577
commands,SUGGESTION,-4.521788577
collection,SUGGESTION,-4.521788577
reasons,SUGGESTION,-4.521788577
father,SUGGESTION,-4.521788577
wants,SUGGESTION,-4.521788577
wonder,SUGGESTION,-4.521788577
answered,SUGGESTION,-4.521788577
propaganda,SUGGESTION,-4.521788577
uykmgkly,SUGGESTION,-4.521788577
indiana,SUGGESTION,-4.521788577
facewhat,SUGGESTION,-4.521788577
anyone,SUGGESTION,-4.521788577
requests,SUGGESTION,-4.521788577
nice,SUGGESTION,-4.521788577
cannot,SUGGESTION,-4.521788577
cannot,COMPLAINT,-4.521788577
particulardocument,SUGGESTION,-4.521788577
contacting,SUGGESTION,-4.521788577
christi,SUGGESTION,-4.521788577
network,SUGGESTION,-4.521788577
holding,SUGGESTION,-4.521788577
value,SUGGESTION,-4.521788577
charging,SUGGESTION,-4.521788577
secratory,SUGGESTION,-4.521788577
currently,SUGGESTION,-4.521788577
normally,SUGGESTION,-4.521788577
texas,SUGGESTION,-4.521788577
ios,SUGGESTION,-4.521788577
setting,SUGGESTION,-4.521788577
charges,SUGGESTION,-4.521788577
isnt,SUGGESTION,-4.521788577
professionalbut,SUGGESTION,-4.521788577
smartphonei,SUGGESTION,-4.521788577
accountsall,SUGGESTION,-4.521788577
close,SUGGESTION,-4.521788577
rejecteddeposit,SUGGESTION,-4.521788577
moved,SUGGESTION,-4.521788577
duck,SUGGESTION,-4.521788577
trust,SUGGESTION,-4.521788577
searching,SUGGESTION,-4.521788577
soldiers,SUGGESTION,-4.521788577
paste,SUGGESTION,-4.521788577
glitch,SUGGESTION,-4.521788577
clone,SUGGESTION,-4.521788577
age,SUGGESTION,-4.521788577
ago,SUGGESTION,-4.521788577
